sampleID,date,groupID,lab,TankDesig,tankVolL,FlowRateL/s,TankOverturnHours,TankOverturnDays,Temp,Fish_pres,N_spp,AC_pres,PC_pres,WP_pres,AC_biomass,PC_biomass,WP_biomass,Tot_biomass,AC_Fbiomass,PC_Fbiomass,WP_Fbiomass,AC_age,PC_age,WP_age,AC_N,PC_N,WP_N,TankTime,DaysSinceAC,DaysSincePC,DaysSinceWP
166,5/8/2023,18,Arena,T3,7500,0.3,6.944444444,0.289351852,4.9,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3 days,17,7,3
336,5/8/2023,18,Arena,T3,7500,0.3,6.944444444,0.289351852,4.9,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3 days,17,7,3
72,12/6/2022,43,Arena,T6,7500,0.1,20.83333333,0.868055556,5.4,1,1,0,1,0,0,1600,0,1600,0,1,0,NA,0,NA,NA,196,NA,2 weeks,50,0,50
301,12/6/2022,43,Arena,T6,7500,0.1,20.83333333,0.868055556,5.4,1,1,0,1,0,0,1600,0,1600,0,1,0,NA,0,NA,NA,196,NA,2 weeks,50,0,50
212,12/6/2022,43,Arena,T6,7500,0.1,20.83333333,0.868055556,5.4,1,1,0,1,0,0,1600,0,1600,0,1,0,NA,0,NA,NA,196,NA,2 weeks,50,0,50
69,5/8/2023,T,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,6/1/2023,80,Arena,T2,7500,0.3,6.944444444,0.289351852,5.5,1,2,1,1,0,626,644,0,1270,0.492913386,0.507086614,0,4,2,NA,6,1,NA,3 days,0,0,31
200,6/1/2023,80,Arena,T2,7500,0.3,6.944444444,0.289351852,5.5,1,2,1,1,0,626,644,0,1270,0.492913386,0.507086614,0,4,2,NA,6,1,NA,3 days,0,0,31
353,6/1/2023,80,Arena,T2,7500,0.3,6.944444444,0.289351852,5.5,1,2,1,1,0,626,644,0,1270,0.492913386,0.507086614,0,4,2,NA,6,1,NA,3 days,0,0,31
99,5/30/2023,62,Arena,T2,7500,0.3,6.944444444,0.289351852,5.5,1,2,1,1,0,313,644,0,957,0.327063741,0.672936259,0,4,2,NA,3,1,NA,4 days,0,0,28
428,5/30/2023,62,Arena,T2,7500,0.3,6.944444444,0.289351852,5.5,1,2,1,1,0,313,644,0,957,0.327063741,0.672936259,0,4,2,NA,3,1,NA,4 days,0,0,28
76,5/30/2023,62,Arena,T2,7500,0.3,6.944444444,0.289351852,5.5,1,2,1,1,0,313,644,0,957,0.327063741,0.672936259,0,4,2,NA,3,1,NA,4 days,0,0,28
291,5/12/2023,T,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,5/26/2023,83,Arena,T2,7500,0.3,6.944444444,0.289351852,5.3,1,1,0,1,0,0,644,0,644,0,1,0,NA,2,NA,NA,1,NA,4 days,13,0,24
389,5/26/2023,83,Arena,T2,7500,0.3,6.944444444,0.289351852,5.3,1,1,0,1,0,0,644,0,644,0,1,0,NA,2,NA,NA,1,NA,4 days,13,0,24
183,5/26/2023,83,Arena,T2,7500,0.3,6.944444444,0.289351852,5.3,1,1,0,1,0,0,644,0,644,0,1,0,NA,2,NA,NA,1,NA,4 days,13,0,24
282,5/12/2023,71,Arena,T3,7500,0.3,6.944444444,0.289351852,5.1,1,2,1,1,0,340,53,0,393,0.865139949,0.134860051,0,4,1,NA,4,1,NA,4 days,0,0,7
128,5/12/2023,71,Arena,T3,7500,0.3,6.944444444,0.289351852,5.1,1,2,1,1,0,340,53,0,393,0.865139949,0.134860051,0,4,1,NA,4,1,NA,4 days,0,0,7
376,5/12/2023,71,Arena,T3,7500,0.3,6.944444444,0.289351852,5.1,1,2,1,1,0,340,53,0,393,0.865139949,0.134860051,0,4,1,NA,4,1,NA,4 days,0,0,7
188,5/15/2023,T,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,5/17/2023,50,Arena,T2,7500,0.3,6.944444444,0.289351852,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1 day,4,1,15
17,5/17/2023,50,Arena,T2,7500,0.3,6.944444444,0.289351852,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1 day,4,1,15
369,5/17/2023,50,Arena,T2,7500,0.3,6.944444444,0.289351852,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1 day,4,1,15
285,5/17/2023,T,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,5/18/2023,94,Arena,T2,7500,0.3,6.944444444,0.289351852,5.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2 days,5,2,16
2,5/18/2023,94,Arena,T2,7500,0.3,6.944444444,0.289351852,5.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2 days,5,2,16
61,5/18/2023,94,Arena,T2,7500,0.3,6.944444444,0.289351852,5.2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2 days,5,2,16
245,5/18/2023,T,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,5/22/2023,70,Arena,T3,7500,0.3,6.944444444,0.289351852,5,1,2,1,1,0,85,159,0,244,0.348360656,0.651639344,0,4,1,NA,1,3,NA,3 days,0,0,17
235,5/22/2023,70,Arena,T3,7500,0.3,6.944444444,0.289351852,5,1,2,1,1,0,85,159,0,244,0.348360656,0.651639344,0,4,1,NA,1,3,NA,3 days,0,0,17
400,5/22/2023,70,Arena,T3,7500,0.3,6.944444444,0.289351852,5,1,2,1,1,0,85,159,0,244,0.348360656,0.651639344,0,4,1,NA,1,3,NA,3 days,0,0,17
25,5/19/2023,51,Arena,T2,7500,0.3,6.944444444,0.289351852,4.8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3 days,6,3,17
57,5/19/2023,51,Arena,T2,7500,0.3,6.944444444,0.289351852,4.8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3 days,6,3,17
153,5/19/2023,51,Arena,T2,7500,0.3,6.944444444,0.289351852,4.8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3 days,6,3,17
274,5/19/2023,T,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,5/22/2023,54,Arena,T2,7500,0.3,6.944444444,0.289351852,4.6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6 days,9,6,20
427,5/22/2023,54,Arena,T2,7500,0.3,6.944444444,0.289351852,4.6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6 days,9,6,20
450,5/22/2023,54,Arena,T2,7500,0.3,6.944444444,0.289351852,4.6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6 days,9,6,20
280,5/15/2023,9,Arena,T3,7500,0.3,6.944444444,0.289351852,5.4,1,2,1,1,0,170,53,0,223,0.762331839,0.237668161,0,4,1,NA,2,1,NA,3 days,0,0,10
177,5/15/2023,9,Arena,T3,7500,0.3,6.944444444,0.289351852,5.4,1,2,1,1,0,170,53,0,223,0.762331839,0.237668161,0,4,1,NA,2,1,NA,3 days,0,0,10
320,5/15/2023,9,Arena,T3,7500,0.3,6.944444444,0.289351852,5.4,1,2,1,1,0,170,53,0,223,0.762331839,0.237668161,0,4,1,NA,2,1,NA,3 days,0,0,10
4,5/22/2023,T,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,5/26/2023,33,Arena,T3,7500,0.3,6.944444444,0.289351852,4.8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4 days,4,4,21
93,5/26/2023,33,Arena,T3,7500,0.3,6.944444444,0.289351852,4.8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4 days,4,4,21
468,5/26/2023,33,Arena,T3,7500,0.3,6.944444444,0.289351852,4.8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4 days,4,4,21
247,5/19/2023,38,Arena,T3,7500,0.3,6.944444444,0.289351852,5.2,1,2,1,1,0,85,53,0,138,0.615942029,0.384057971,0,4,1,NA,1,1,NA,4 days,0,0,14
240,5/19/2023,38,Arena,T3,7500,0.3,6.944444444,0.289351852,5.2,1,2,1,1,0,85,53,0,138,0.615942029,0.384057971,0,4,1,NA,1,1,NA,4 days,0,0,14
304,5/19/2023,38,Arena,T3,7500,0.3,6.944444444,0.289351852,5.2,1,2,1,1,0,85,53,0,138,0.615942029,0.384057971,0,4,1,NA,1,1,NA,4 days,0,0,14
432,5/26/2023,T,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,1/23/2023,72,Arctic Lab,T14,50,0.5,0.027777778,0.001157407,9,1,1,0,1,0,0,112,0,112,0,1,0,NA,0,NA,NA,10,NA,3 weeks,50,0,50
94,1/23/2023,72,Arctic Lab,T14,50,0.5,0.027777778,0.001157407,9,1,1,0,1,0,0,112,0,112,0,1,0,NA,0,NA,NA,10,NA,3 weeks,50,0,50
79,1/23/2023,72,Arctic Lab,T14,50,0.5,0.027777778,0.001157407,9,1,1,0,1,0,0,112,0,112,0,1,0,NA,0,NA,NA,10,NA,3 weeks,50,0,50
415,5/30/2023,T,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,1/23/2023,98,Arctic Lab,T4,50,0.5,0.027777778,0.001157407,16,1,1,0,1,0,0,101,0,101,0,1,0,NA,0,NA,NA,10,NA,3 weeks,50,0,50
314,1/23/2023,98,Arctic Lab,T4,50,0.5,0.027777778,0.001157407,16,1,1,0,1,0,0,101,0,101,0,1,0,NA,0,NA,NA,10,NA,3 weeks,50,0,50
429,1/23/2023,98,Arctic Lab,T4,50,0.5,0.027777778,0.001157407,16,1,1,0,1,0,0,101,0,101,0,1,0,NA,0,NA,NA,10,NA,3 weeks,50,0,50
390,6/1/2023,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
287,4/24/2023,64,Arena,T3,7500,0.3,6.944444444,0.289351852,4.1,1,2,0,1,1,0,61.2,650,711.2,0,0.086051744,0.913948256,NA,1,7,NA,2,1,3 days,3,0,0
195,4/24/2023,64,Arena,T3,7500,0.3,6.944444444,0.289351852,4.1,1,2,0,1,1,0,61.2,650,711.2,0,0.086051744,0.913948256,NA,1,7,NA,2,1,3 days,3,0,0
56,4/24/2023,64,Arena,T3,7500,0.3,6.944444444,0.289351852,4.1,1,2,0,1,1,0,61.2,650,711.2,0,0.086051744,0.913948256,NA,1,7,NA,2,1,3 days,3,0,0
313,1/23/2023,32,Arctic Lab,T7,50,0.5,0.027777778,0.001157407,5,1,1,0,1,0,0,95,0,95,0,1,0,NA,0,NA,NA,10,NA,3 weeks,50,0,50
340,1/23/2023,32,Arctic Lab,T7,50,0.5,0.027777778,0.001157407,5,1,1,0,1,0,0,95,0,95,0,1,0,NA,0,NA,NA,10,NA,3 weeks,50,0,50
351,1/23/2023,32,Arctic Lab,T7,50,0.5,0.027777778,0.001157407,5,1,1,0,1,0,0,95,0,95,0,1,0,NA,0,NA,NA,10,NA,3 weeks,50,0,50
124,1/23/2023,24,Arctic Lab,T11,50,0.5,0.027777778,0.001157407,0,1,1,0,1,0,0,94,0,94,0,1,0,NA,0,NA,NA,10,NA,3 weeks,50,0,50
379,1/23/2023,24,Arctic Lab,T11,50,0.5,0.027777778,0.001157407,0,1,1,0,1,0,0,94,0,94,0,1,0,NA,0,NA,NA,10,NA,3 weeks,50,0,50
106,1/23/2023,24,Arctic Lab,T11,50,0.5,0.027777778,0.001157407,0,1,1,0,1,0,0,94,0,94,0,1,0,NA,0,NA,NA,10,NA,3 weeks,50,0,50
449,5/5/2023,49,Arena,T3,7500,0.3,6.944444444,0.289351852,4.8,1,1,0,0,1,0,0,650,650,0,0,1,NA,NA,7,NA,NA,1,4 days,14,4,0
477,5/5/2023,49,Arena,T3,7500,0.3,6.944444444,0.289351852,4.8,1,1,0,0,1,0,0,650,650,0,0,1,NA,NA,7,NA,NA,1,4 days,14,4,0
319,5/5/2023,49,Arena,T3,7500,0.3,6.944444444,0.289351852,4.8,1,1,0,0,1,0,0,650,650,0,0,1,NA,NA,7,NA,NA,1,4 days,14,4,0
172,7/25/2023,T,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
