Plate,Well,Well Position,Omit,Sample Name,Target Name,Task,Reporter,Quencher,CT,Ct Mean,Ct SD,Quantity,Quantity Mean,Quantity SD,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Comments,Y-Intercept,R(superscript 2),Slope,Amp Score,Cq Conf,Amp Status,HIGHSD
20240213_1,69,F9,FALSE,Sample 22,MOA,UNKNOWN,VIC,NFQ-MGB,29.46,29.50,0.11,,,,TRUE,0.251,TRUE,3,24,,,,,1.404,0.965,Amp,N
20240213_1,70,F10,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,35.30,36.25,1.34,20.00,,,TRUE,0.121,TRUE,3,30,,39.755,0.982,-3.068,1.311,0.977,Amp,Y
20240213_1,70,F10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.00,29.16,0.23,,,,TRUE,0.251,TRUE,3,23,,,,,1.421,0.963,Amp,Y
20240213_1,71,F11,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,37.20,36.25,1.34,20.00,,,TRUE,0.121,TRUE,3,32,,39.755,0.982,-3.068,1.14,0.966,Inconclusive,Y
20240213_1,71,F11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.32,29.16,0.23,,,,TRUE,0.251,TRUE,3,24,,,,,1.409,0.962,Amp,Y
20240213_1,73,G1,FALSE,Sample 7,GACH,UNKNOWN,CY5,NFQ-MGB,34.54,34.29,0.35,50.07,61.51,16.17,TRUE,0.121,TRUE,3,30,,39.755,0.982,-3.068,1.374,0.987,Amp,N
20240213_1,73,G1,FALSE,Sample 7,MOA,UNKNOWN,VIC,NFQ-MGB,29.75,29.78,0.04,,,,TRUE,0.251,TRUE,3,24,,,,,1.398,0.969,Amp,N
20240213_1,74,G2,FALSE,Sample 7,GACH,UNKNOWN,CY5,NFQ-MGB,34.04,34.29,0.35,72.94,61.51,16.17,TRUE,0.121,TRUE,3,29,,39.755,0.982,-3.068,1.299,0.98,Amp,N
20240213_1,74,G2,FALSE,Sample 7,MOA,UNKNOWN,VIC,NFQ-MGB,29.80,29.78,0.04,,,,TRUE,0.251,TRUE,3,24,,,,,1.391,0.957,Amp,N
20240213_1,76,G4,FALSE,Sample 15,GACH,UNKNOWN,CY5,NFQ-MGB,33.43,33.12,0.61,115.70,156.18,77.23,TRUE,0.121,TRUE,3,28,,39.755,0.982,-3.068,1.409,0.986,Amp,N
20240213_1,76,G4,FALSE,Sample 15,MOA,UNKNOWN,VIC,NFQ-MGB,29.56,29.48,0.12,,,,TRUE,0.251,TRUE,3,24,,,,,1.399,0.962,Amp,N
20240213_1,77,G5,FALSE,Sample 15,GACH,UNKNOWN,CY5,NFQ-MGB,32.42,33.12,0.61,245.23,156.18,77.23,TRUE,0.121,TRUE,3,28,,39.755,0.982,-3.068,1.424,0.991,Amp,N
20240213_1,77,G5,FALSE,Sample 15,MOA,UNKNOWN,VIC,NFQ-MGB,29.34,29.48,0.12,,,,TRUE,0.251,TRUE,3,24,,,,,1.406,0.956,Amp,N
20240213_1,78,G6,FALSE,Sample 15,GACH,UNKNOWN,CY5,NFQ-MGB,33.52,33.12,0.61,107.60,156.18,77.23,TRUE,0.121,TRUE,3,29,,39.755,0.982,-3.068,1.373,0.991,Amp,N
20240213_1,78,G6,FALSE,Sample 15,MOA,UNKNOWN,VIC,NFQ-MGB,29.53,29.48,0.12,,,,TRUE,0.251,TRUE,3,24,,,,,1.396,0.962,Amp,N
20240213_1,79,G7,FALSE,Sample 23,GACH,UNKNOWN,CY5,NFQ-MGB,30.16,30.05,0.17,1337.66,1465.85,195.14,TRUE,0.121,TRUE,3,25,,39.755,0.982,-3.068,1.443,0.994,Amp,N
20240213_1,79,G7,FALSE,Sample 23,MOA,UNKNOWN,VIC,NFQ-MGB,29.74,29.71,0.07,,,,TRUE,0.251,TRUE,3,24,,,,,1.391,0.968,Amp,N
20240213_1,80,G8,FALSE,Sample 23,GACH,UNKNOWN,CY5,NFQ-MGB,30.13,30.05,0.17,1369.47,1465.85,195.14,TRUE,0.121,TRUE,3,25,,39.755,0.982,-3.068,1.443,0.993,Amp,N
20240213_1,80,G8,FALSE,Sample 23,MOA,UNKNOWN,VIC,NFQ-MGB,29.75,29.71,0.07,,,,TRUE,0.251,TRUE,3,24,,,,,1.392,0.968,Amp,N
20240213_1,81,G9,FALSE,Sample 23,GACH,UNKNOWN,CY5,NFQ-MGB,29.85,30.05,0.17,1690.43,1465.85,195.14,TRUE,0.121,TRUE,3,25,,39.755,0.982,-3.068,1.437,0.996,Amp,N
20240213_1,81,G9,FALSE,Sample 23,MOA,UNKNOWN,VIC,NFQ-MGB,29.62,29.71,0.07,,,,TRUE,0.251,TRUE,3,24,,,,,1.388,0.967,Amp,N
20240213_1,86,H2,FALSE,Sample 8,GACH,UNKNOWN,CY5,NFQ-MGB,34.90,34.28,0.87,38.31,67.46,41.23,TRUE,0.121,TRUE,3,30,,39.755,0.982,-3.068,1.331,0.987,Amp,N
20240213_1,86,H2,FALSE,Sample 8,MOA,UNKNOWN,VIC,NFQ-MGB,30.08,30.00,0.12,,,,TRUE,0.251,TRUE,3,24,,,,,1.41,0.961,Amp,N
20240213_1,87,H3,FALSE,Sample 8,GACH,UNKNOWN,CY5,NFQ-MGB,33.67,34.28,0.87,96.62,67.46,41.23,TRUE,0.121,TRUE,3,29,,39.755,0.982,-3.068,1.281,0.983,Amp,N
20240213_1,87,H3,FALSE,Sample 8,MOA,UNKNOWN,VIC,NFQ-MGB,29.91,30.00,0.12,,,,TRUE,0.251,TRUE,3,24,,,,,1.377,0.952,Amp,N
20240213_1,88,H4,FALSE,Sample 16,GACH,UNKNOWN,CY5,NFQ-MGB,35.42,34.69,0.66,25.86,48.32,20.95,TRUE,0.121,TRUE,3,30,,39.755,0.982,-3.068,1.295,0.982,Amp,N
20240213_1,88,H4,FALSE,Sample 16,MOA,UNKNOWN,VIC,NFQ-MGB,30.99,30.65,0.40,,,,TRUE,0.251,TRUE,3,25,,,,,1.408,0.96,Amp,N
20240213_1,89,H5,FALSE,Sample 16,GACH,UNKNOWN,CY5,NFQ-MGB,34.50,34.69,0.66,51.76,48.32,20.95,TRUE,0.121,TRUE,3,29,,39.755,0.982,-3.068,1.362,0.988,Amp,N
20240213_1,89,H5,FALSE,Sample 16,MOA,UNKNOWN,VIC,NFQ-MGB,30.20,30.65,0.40,,,,TRUE,0.251,TRUE,3,24,,,,,1.401,0.959,Amp,N
20240213_1,90,H6,FALSE,Sample 16,GACH,UNKNOWN,CY5,NFQ-MGB,34.15,34.69,0.66,67.34,48.32,20.95,TRUE,0.121,TRUE,3,29,,39.755,0.982,-3.068,1.391,0.984,Amp,N
20240213_1,90,H6,FALSE,Sample 16,MOA,UNKNOWN,VIC,NFQ-MGB,30.77,30.65,0.40,,,,TRUE,0.251,TRUE,3,25,,,,,1.394,0.956,Amp,N
20240213_1,95,H11,FALSE,,GACH,NTC,CY5,NFQ-MGB,Undetermined,,,,,,TRUE,0.121,TRUE,3,39,,39.755,0.982,-3.068,0,0,No Amp,N
20240213_1,95,H11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,30.01,30.01,,,,,TRUE,0.251,TRUE,3,24,,,,,1.414,0.963,Amp,N
20240213_3,1,A1,FALSE,Sample 1,GACH,UNKNOWN,CY5,NFQ-MGB,35.15,,,9.99,,,TRUE,0.106,TRUE,3,31,,37.974,0.96,-2.825,1.27,0.983,Amp,Y
20240213_3,1,A1,FALSE,Sample 1,MOA,UNKNOWN,VIC,NFQ-MGB,30.73,,,,,,TRUE,0.243,TRUE,3,25,,,,,1.362,0.962,Amp,Y
20240213_3,3,A3,FALSE,Sample 1,GACH,UNKNOWN,CY5,NFQ-MGB,36.16,,,4.39,,,TRUE,0.106,TRUE,3,32,,37.974,0.96,-2.825,1.213,0.979,Amp,Y
20240213_3,3,A3,FALSE,Sample 1,MOA,UNKNOWN,VIC,NFQ-MGB,30.97,,,,,,TRUE,0.243,TRUE,3,25,,,,,1.352,0.962,Amp,Y
20240213_3,4,A4,FALSE,Sample 9,GACH,UNKNOWN,CY5,NFQ-MGB,36.34,,,3.78,,,TRUE,0.106,TRUE,3,32,,37.974,0.96,-2.825,1.2,0.964,Amp,Y
20240213_3,4,A4,FALSE,Sample 9,MOA,UNKNOWN,VIC,NFQ-MGB,32.25,,,,,,TRUE,0.243,TRUE,3,26,,,,,1.365,0.953,Amp,Y
20240213_3,5,A5,FALSE,Sample 9,GACH,UNKNOWN,CY5,NFQ-MGB,35.62,,,6.80,,,TRUE,0.106,TRUE,3,31,,37.974,0.96,-2.825,1.253,0.98,Amp,Y
20240213_3,5,A5,FALSE,Sample 9,MOA,UNKNOWN,VIC,NFQ-MGB,31.48,,,,,,TRUE,0.243,TRUE,3,26,,,,,1.36,0.959,Amp,Y
20240213_3,6,A6,FALSE,Sample 9,GACH,UNKNOWN,CY5,NFQ-MGB,35.40,,,8.17,,,TRUE,0.106,TRUE,3,31,,37.974,0.96,-2.825,1.265,0.984,Amp,Y
20240213_3,6,A6,FALSE,Sample 9,MOA,UNKNOWN,VIC,NFQ-MGB,30.80,,,,,,TRUE,0.243,TRUE,3,25,,,,,1.371,0.964,Amp,Y
20240213_3,7,A7,FALSE,Sample 17,GACH,UNKNOWN,CY5,NFQ-MGB,35.05,,,10.87,,,TRUE,0.106,TRUE,3,30,,37.974,0.96,-2.825,1.303,0.983,Amp,Y
20240213_3,7,A7,FALSE,Sample 17,MOA,UNKNOWN,VIC,NFQ-MGB,30.49,,,,,,TRUE,0.243,TRUE,3,25,,,,,1.373,0.959,Amp,Y
20240213_3,8,A8,FALSE,Sample 17,GACH,UNKNOWN,CY5,NFQ-MGB,33.98,,,26.01,,,TRUE,0.106,TRUE,3,29,,37.974,0.96,-2.825,1.384,0.992,Amp,Y
20240213_3,8,A8,FALSE,Sample 17,MOA,UNKNOWN,VIC,NFQ-MGB,29.50,,,,,,TRUE,0.243,TRUE,3,24,,,,,1.378,0.967,Amp,Y
20240213_3,9,A9,FALSE,Sample 17,GACH,UNKNOWN,CY5,NFQ-MGB,34.71,,,14.32,,,TRUE,0.106,TRUE,3,30,,37.974,0.96,-2.825,1.306,0.987,Amp,Y
20240213_3,9,A9,FALSE,Sample 17,MOA,UNKNOWN,VIC,NFQ-MGB,30.19,,,,,,TRUE,0.243,TRUE,3,25,,,,,1.38,0.963,Amp,Y
20240213_3,10,A10,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,21.03,,,2000000.00,,,TRUE,0.106,TRUE,3,16,,37.974,0.96,-2.825,1.409,0.993,Amp,Y
20240213_3,10,A10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,31.19,,,,,,TRUE,0.243,TRUE,3,25,,,,,1.34,0.956,Amp,Y
20240213_3,11,A11,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,19.57,,,2000000.00,,,TRUE,0.106,TRUE,3,15,,37.974,0.96,-2.825,1.378,0.995,Amp,Y
20240213_3,11,A11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,30.03,,,,,,TRUE,0.243,TRUE,3,24,,,,,1.336,0.957,Amp,Y
20240213_3,12,A12,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,21.60,,,2000000.00,,,TRUE,0.106,TRUE,3,17,,37.974,0.96,-2.825,1.392,0.994,Amp,Y
20240213_3,12,A12,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,31.52,,,,,,TRUE,0.243,TRUE,3,26,,,,,1.355,0.957,Amp,Y
20240213_3,13,B1,FALSE,Sample 2,GACH,UNKNOWN,CY5,NFQ-MGB,31.45,,,204.36,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.386,0.993,Amp,N
20240213_3,13,B1,FALSE,Sample 2,MOA,UNKNOWN,VIC,NFQ-MGB,29.36,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.37,0.961,Amp,N
20240213_3,14,B2,FALSE,Sample 2,GACH,UNKNOWN,CY5,NFQ-MGB,30.51,,,437.75,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.391,0.994,Amp,N
20240213_3,14,B2,FALSE,Sample 2,MOA,UNKNOWN,VIC,NFQ-MGB,29.07,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.365,0.952,Amp,N
20240213_3,15,B3,FALSE,Sample 2,GACH,UNKNOWN,CY5,NFQ-MGB,31.19,,,251.19,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.409,0.993,Amp,N
20240213_3,15,B3,FALSE,Sample 2,MOA,UNKNOWN,VIC,NFQ-MGB,28.95,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.373,0.967,Amp,N
20240213_3,16,B4,FALSE,Sample 10,GACH,UNKNOWN,CY5,NFQ-MGB,31.78,,,155.98,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.414,0.993,Amp,N
20240213_3,16,B4,FALSE,Sample 10,MOA,UNKNOWN,VIC,NFQ-MGB,28.94,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.373,0.969,Amp,N
20240213_3,17,B5,FALSE,Sample 10,GACH,UNKNOWN,CY5,NFQ-MGB,32.49,,,87.57,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.401,0.991,Amp,N
20240213_3,17,B5,FALSE,Sample 10,MOA,UNKNOWN,VIC,NFQ-MGB,29.25,,,,,,TRUE,0.243,TRUE,3,24,,,,,1.376,0.96,Amp,N
20240213_3,18,B6,FALSE,Sample 10,GACH,UNKNOWN,CY5,NFQ-MGB,31.93,,,138.03,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.405,0.992,Amp,N
20240213_3,18,B6,FALSE,Sample 10,MOA,UNKNOWN,VIC,NFQ-MGB,29.14,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.363,0.956,Amp,N
20240213_3,20,B8,FALSE,Sample 18,GACH,UNKNOWN,CY5,NFQ-MGB,31.87,,,144.66,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.405,0.992,Amp,Y
20240213_3,20,B8,FALSE,Sample 18,MOA,UNKNOWN,VIC,NFQ-MGB,28.97,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.369,0.966,Amp,Y
20240213_3,21,B9,FALSE,Sample 18,GACH,UNKNOWN,CY5,NFQ-MGB,32.87,,,64.33,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.403,0.993,Amp,Y
20240213_3,21,B9,FALSE,Sample 18,MOA,UNKNOWN,VIC,NFQ-MGB,29.52,,,,,,TRUE,0.243,TRUE,3,24,,,,,1.383,0.966,Amp,Y
20240213_3,22,B10,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,21.98,,,200000.00,,,TRUE,0.106,TRUE,3,18,,37.974,0.96,-2.825,1.418,0.995,Amp,Y
20240213_3,22,B10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.18,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.369,0.96,Amp,Y
20240213_3,23,B11,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,22.24,,,200000.00,,,TRUE,0.106,TRUE,3,18,,37.974,0.96,-2.825,1.405,0.994,Amp,Y
20240213_3,23,B11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.15,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.365,0.958,Amp,Y
20240213_3,25,C1,FALSE,Sample 3,GACH,UNKNOWN,CY5,NFQ-MGB,30.98,,,298.18,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.398,0.996,Amp,N
20240213_3,25,C1,FALSE,Sample 3,MOA,UNKNOWN,VIC,NFQ-MGB,28.96,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.366,0.962,Amp,N
20240213_3,26,C2,FALSE,Sample 3,GACH,UNKNOWN,CY5,NFQ-MGB,30.55,,,423.13,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.427,0.994,Amp,N
20240213_3,26,C2,FALSE,Sample 3,MOA,UNKNOWN,VIC,NFQ-MGB,28.62,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.39,0.963,Amp,N
20240213_3,27,C3,FALSE,Sample 3,GACH,UNKNOWN,CY5,NFQ-MGB,30.18,,,572.82,,,TRUE,0.106,TRUE,3,25,,37.974,0.96,-2.825,1.422,0.993,Amp,N
20240213_3,27,C3,FALSE,Sample 3,MOA,UNKNOWN,VIC,NFQ-MGB,28.77,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.386,0.961,Amp,N
20240213_3,28,C4,FALSE,Sample 11,GACH,UNKNOWN,CY5,NFQ-MGB,31.15,,,260.88,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.432,0.995,Amp,N
20240213_3,28,C4,FALSE,Sample 11,MOA,UNKNOWN,VIC,NFQ-MGB,28.65,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.391,0.967,Amp,N
20240213_3,29,C5,FALSE,Sample 11,GACH,UNKNOWN,CY5,NFQ-MGB,31.59,,,182.04,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.432,0.994,Amp,N
20240213_3,29,C5,FALSE,Sample 11,MOA,UNKNOWN,VIC,NFQ-MGB,28.85,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.383,0.967,Amp,N
20240213_3,30,C6,FALSE,Sample 11,GACH,UNKNOWN,CY5,NFQ-MGB,31.54,,,189.60,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.44,0.994,Amp,N
20240213_3,30,C6,FALSE,Sample 11,MOA,UNKNOWN,VIC,NFQ-MGB,28.76,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.386,0.968,Amp,N
20240213_3,31,C7,FALSE,Sample 19,GACH,UNKNOWN,CY5,NFQ-MGB,31.28,,,234.57,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.422,0.993,Amp,Y
20240213_3,31,C7,FALSE,Sample 19,MOA,UNKNOWN,VIC,NFQ-MGB,28.77,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.385,0.97,Amp,Y
20240213_3,32,C8,FALSE,Sample 19,GACH,UNKNOWN,CY5,NFQ-MGB,31.10,,,271.29,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.422,0.992,Amp,Y
20240213_3,32,C8,FALSE,Sample 19,MOA,UNKNOWN,VIC,NFQ-MGB,28.61,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.389,0.965,Amp,Y
20240213_3,33,C9,FALSE,Sample 19,GACH,UNKNOWN,CY5,NFQ-MGB,32.49,,,87.22,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.413,0.993,Amp,Y
20240213_3,33,C9,FALSE,Sample 19,MOA,UNKNOWN,VIC,NFQ-MGB,29.39,,,,,,TRUE,0.243,TRUE,3,24,,,,,1.393,0.965,Amp,Y
20240213_3,34,C10,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,24.72,,,20000.00,,,TRUE,0.106,TRUE,3,20,,37.974,0.96,-2.825,1.425,0.995,Amp,Y
20240213_3,34,C10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.90,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.371,0.965,Amp,Y
20240213_3,35,C11,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,25.35,,,20000.00,,,TRUE,0.106,TRUE,3,21,,37.974,0.96,-2.825,1.427,0.994,Amp,Y
20240213_3,35,C11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.26,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.376,0.961,Amp,Y
20240213_3,36,C12,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,25.96,,,20000.00,,,TRUE,0.106,TRUE,3,21,,37.974,0.96,-2.825,1.411,0.996,Amp,Y
20240213_3,36,C12,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.48,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.372,0.964,Amp,Y
20240213_3,37,D1,FALSE,Sample 4,GACH,UNKNOWN,CY5,NFQ-MGB,34.12,,,23.19,,,TRUE,0.106,TRUE,3,30,,37.974,0.96,-2.825,1.383,0.988,Amp,Y
20240213_3,37,D1,FALSE,Sample 4,MOA,UNKNOWN,VIC,NFQ-MGB,28.83,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.387,0.965,Amp,Y
20240213_3,38,D2,FALSE,Sample 4,GACH,UNKNOWN,CY5,NFQ-MGB,32.61,,,79.15,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.411,0.991,Amp,Y
20240213_3,38,D2,FALSE,Sample 4,MOA,UNKNOWN,VIC,NFQ-MGB,28.51,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.409,0.961,Amp,Y
20240213_3,39,D3,FALSE,Sample 4,GACH,UNKNOWN,CY5,NFQ-MGB,32.71,,,73.25,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.424,0.991,Amp,Y
20240213_3,39,D3,FALSE,Sample 4,MOA,UNKNOWN,VIC,NFQ-MGB,28.69,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.399,0.963,Amp,Y
20240213_3,40,D4,FALSE,Sample 12,GACH,UNKNOWN,CY5,NFQ-MGB,31.30,,,230.70,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.453,0.994,Amp,N
20240213_3,40,D4,FALSE,Sample 12,MOA,UNKNOWN,VIC,NFQ-MGB,28.57,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.401,0.969,Amp,N
20240213_3,41,D5,FALSE,Sample 12,GACH,UNKNOWN,CY5,NFQ-MGB,31.74,,,160.70,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.446,0.995,Amp,N
20240213_3,41,D5,FALSE,Sample 12,MOA,UNKNOWN,VIC,NFQ-MGB,28.64,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.4,0.966,Amp,N
20240213_3,42,D6,FALSE,Sample 12,GACH,UNKNOWN,CY5,NFQ-MGB,31.30,,,230.23,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.42,0.991,Amp,N
20240213_3,42,D6,FALSE,Sample 12,MOA,UNKNOWN,VIC,NFQ-MGB,28.61,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.396,0.96,Amp,N
20240213_3,43,D7,FALSE,Sample 20,GACH,UNKNOWN,CY5,NFQ-MGB,31.05,,,282.79,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.434,0.992,Amp,N
20240213_3,43,D7,FALSE,Sample 20,MOA,UNKNOWN,VIC,NFQ-MGB,28.62,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.394,0.967,Amp,N
20240213_3,44,D8,FALSE,Sample 20,GACH,UNKNOWN,CY5,NFQ-MGB,31.49,,,197.12,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.437,0.993,Amp,N
20240213_3,44,D8,FALSE,Sample 20,MOA,UNKNOWN,VIC,NFQ-MGB,28.88,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.39,0.968,Amp,N
20240213_3,45,D9,FALSE,Sample 20,GACH,UNKNOWN,CY5,NFQ-MGB,31.70,,,166.42,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.441,0.994,Amp,N
20240213_3,45,D9,FALSE,Sample 20,MOA,UNKNOWN,VIC,NFQ-MGB,28.78,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.399,0.969,Amp,N
20240213_3,46,D10,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,27.71,,,2000.00,,,TRUE,0.106,TRUE,3,23,,37.974,0.96,-2.825,1.444,0.995,Amp,Y
20240213_3,46,D10,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.50,,,,,,TRUE,0.243,TRUE,3,22,,,,,1.398,0.967,Amp,Y
20240213_3,47,D11,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,27.71,,,2000.00,,,TRUE,0.106,TRUE,3,23,,37.974,0.96,-2.825,1.435,0.996,Amp,Y
20240213_3,47,D11,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,28.50,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.396,0.968,Amp,Y
20240213_3,48,D12,FALSE,,GACH,STANDARD,CY5,NFQ-MGB,29.24,,,2000.00,,,TRUE,0.106,TRUE,3,25,,37.974,0.96,-2.825,1.415,0.994,Amp,Y
20240213_3,48,D12,FALSE,,MOA,UNKNOWN,VIC,NFQ-MGB,29.28,,,,,,TRUE,0.243,TRUE,3,24,,,,,1.394,0.962,Amp,Y
20240213_3,49,E1,FALSE,Sample 5,GACH,UNKNOWN,CY5,NFQ-MGB,33.63,,,34.45,,,TRUE,0.106,TRUE,3,29,,37.974,0.96,-2.825,1.403,0.991,Amp,Y
20240213_3,49,E1,FALSE,Sample 5,MOA,UNKNOWN,VIC,NFQ-MGB,28.87,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.393,0.966,Amp,Y
20240213_3,50,E2,FALSE,Sample 5,GACH,UNKNOWN,CY5,NFQ-MGB,32.63,,,77.96,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.431,0.994,Amp,Y
20240213_3,50,E2,FALSE,Sample 5,MOA,UNKNOWN,VIC,NFQ-MGB,28.45,,,,,,TRUE,0.243,TRUE,3,22,,,,,1.408,0.967,Amp,Y
20240213_3,51,E3,FALSE,Sample 5,GACH,UNKNOWN,CY5,NFQ-MGB,33.14,,,51.42,,,TRUE,0.106,TRUE,3,28,,37.974,0.96,-2.825,1.419,0.991,Amp,Y
20240213_3,51,E3,FALSE,Sample 5,MOA,UNKNOWN,VIC,NFQ-MGB,29.01,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.399,0.964,Amp,Y
20240213_3,52,E4,FALSE,Sample 13,GACH,UNKNOWN,CY5,NFQ-MGB,30.36,,,495.90,,,TRUE,0.106,TRUE,3,25,,37.974,0.96,-2.825,1.447,0.994,Amp,N
20240213_3,52,E4,FALSE,Sample 13,MOA,UNKNOWN,VIC,NFQ-MGB,28.69,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.401,0.968,Amp,N
20240213_3,53,E5,FALSE,Sample 13,GACH,UNKNOWN,CY5,NFQ-MGB,30.30,,,519.48,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.45,0.994,Amp,N
20240213_3,53,E5,FALSE,Sample 13,MOA,UNKNOWN,VIC,NFQ-MGB,28.76,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.402,0.962,Amp,N
20240213_3,54,E6,FALSE,Sample 13,GACH,UNKNOWN,CY5,NFQ-MGB,29.78,,,797.76,,,TRUE,0.106,TRUE,3,25,,37.974,0.96,-2.825,1.446,0.995,Amp,N
20240213_3,54,E6,FALSE,Sample 13,MOA,UNKNOWN,VIC,NFQ-MGB,28.48,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.402,0.962,Amp,N
20240213_3,55,E7,FALSE,Sample 21,GACH,UNKNOWN,CY5,NFQ-MGB,30.80,,,345.07,,,TRUE,0.106,TRUE,3,26,,37.974,0.96,-2.825,1.448,0.994,Amp,N
20240213_3,55,E7,FALSE,Sample 21,MOA,UNKNOWN,VIC,NFQ-MGB,28.60,,,,,,TRUE,0.243,TRUE,3,23,,,,,1.402,0.968,Amp,N
20240213_3,56,E8,FALSE,Sample 21,GACH,UNKNOWN,CY5,NFQ-MGB,31.00,,,294.01,,,TRUE,0.106,TRUE,3,27,,37.974,0.96,-2.825,1.441,0.992,Amp,N
