"Sample_ID","sample_type","loc.asv","ASV","reads","extraction_ID","pcr_replicate","alt_ID","tank_ID","station_ID","combined_column"
"e02517-C","sample","CEO.ASV34","ASV34",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV35","ASV35",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV37","ASV37",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV38","ASV38",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV40","ASV40",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV47","ASV47",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV51","ASV51",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV53","ASV53",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV54","ASV54",1558,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV56","ASV56",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV58","ASV58",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV60","ASV60",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV66","ASV66",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV82","ASV82",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV95","ASV95",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV98","ASV98",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV103","ASV103",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV110","ASV110",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV114","ASV114",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV135","ASV135",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV144","ASV144",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV147","ASV147",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV150","ASV150",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV151","ASV151",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV152","ASV152",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV155","ASV155",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV156","ASV156",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV163","ASV163",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV174","ASV174",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV175","ASV175",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV217","ASV217",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV222","ASV222",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV264","ASV264",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV274","ASV274",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV293","ASV293",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV332","ASV332",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV335","ASV335",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02517-C","sample","CEO.ASV371","ASV371",0,"e02517","C","E1068",NA,"CEO","CEO"
"e02552-B","sample","DBO1.1.ASV1","ASV1",4515,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV2","ASV2",45,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV3","ASV3",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV4","ASV4",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV6","ASV6",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV7","ASV7",5522,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV8","ASV8",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV9","ASV9",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV11","ASV11",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV13","ASV13",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV14","ASV14",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV16","ASV16",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV17","ASV17",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV19","ASV19",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV20","ASV20",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV22","ASV22",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV23","ASV23",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV26","ASV26",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV29","ASV29",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV32","ASV32",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV34","ASV34",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV35","ASV35",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV37","ASV37",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV38","ASV38",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV40","ASV40",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV47","ASV47",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV51","ASV51",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV53","ASV53",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV54","ASV54",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV56","ASV56",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV58","ASV58",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV60","ASV60",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV66","ASV66",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV82","ASV82",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV95","ASV95",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV98","ASV98",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV103","ASV103",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV110","ASV110",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV114","ASV114",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV135","ASV135",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV144","ASV144",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV147","ASV147",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV150","ASV150",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV151","ASV151",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV152","ASV152",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV155","ASV155",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV156","ASV156",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV163","ASV163",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV174","ASV174",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV175","ASV175",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV217","ASV217",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV222","ASV222",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV264","ASV264",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV274","ASV274",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV293","ASV293",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV332","ASV332",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV335","ASV335",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02552-B","sample","DBO1.1.ASV371","ASV371",0,"e02552","B","E1103",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV1","ASV1",2151,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV2","ASV2",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV3","ASV3",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV4","ASV4",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV6","ASV6",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV7","ASV7",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV8","ASV8",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV9","ASV9",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV11","ASV11",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV13","ASV13",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV14","ASV14",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV16","ASV16",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV17","ASV17",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV19","ASV19",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV20","ASV20",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV22","ASV22",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV23","ASV23",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV26","ASV26",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV29","ASV29",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV32","ASV32",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV34","ASV34",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV35","ASV35",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV37","ASV37",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV38","ASV38",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV40","ASV40",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV47","ASV47",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV51","ASV51",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV53","ASV53",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV54","ASV54",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV56","ASV56",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV58","ASV58",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV60","ASV60",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV66","ASV66",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV82","ASV82",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV95","ASV95",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV98","ASV98",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV103","ASV103",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV110","ASV110",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV114","ASV114",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV135","ASV135",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV144","ASV144",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV147","ASV147",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV150","ASV150",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV151","ASV151",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV152","ASV152",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV155","ASV155",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV156","ASV156",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV163","ASV163",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV174","ASV174",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV175","ASV175",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV217","ASV217",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV222","ASV222",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV264","ASV264",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV274","ASV274",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV293","ASV293",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV332","ASV332",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV335","ASV335",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02554-B","sample","DBO1.1.ASV371","ASV371",0,"e02554","B","E1105",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV1","ASV1",1004,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV2","ASV2",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV3","ASV3",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV4","ASV4",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV6","ASV6",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV7","ASV7",1964,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV8","ASV8",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV9","ASV9",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV11","ASV11",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV13","ASV13",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV14","ASV14",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV16","ASV16",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV17","ASV17",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV19","ASV19",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV20","ASV20",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV22","ASV22",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV23","ASV23",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV26","ASV26",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV29","ASV29",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV32","ASV32",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV34","ASV34",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV35","ASV35",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV37","ASV37",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV38","ASV38",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV40","ASV40",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV47","ASV47",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV51","ASV51",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV53","ASV53",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV54","ASV54",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV56","ASV56",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV58","ASV58",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV60","ASV60",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV66","ASV66",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV82","ASV82",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV95","ASV95",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV98","ASV98",478,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV103","ASV103",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV110","ASV110",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV114","ASV114",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV135","ASV135",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV144","ASV144",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV147","ASV147",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV150","ASV150",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV151","ASV151",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV152","ASV152",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV155","ASV155",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV156","ASV156",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV163","ASV163",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV174","ASV174",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV175","ASV175",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV217","ASV217",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV222","ASV222",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV264","ASV264",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV274","ASV274",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV293","ASV293",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV332","ASV332",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV335","ASV335",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02552-C","sample","DBO1.1.ASV371","ASV371",0,"e02552","C","E1103",NA,"DBO1.1","DBO1.1"
"e02579-A","sample","DBO1.10.ASV1","ASV1",4417,"e02579","A","E1130",NA,"DBO1.10","DBO1.10"
"e02580-A","sample","DBO1.10.ASV1","ASV1",4155,"e02580","A","E1131",NA,"DBO1.10","DBO1.10"
"e02579-B","sample","DBO1.10.ASV1","ASV1",35970,"e02579","B","E1130",NA,"DBO1.10","DBO1.10"
"e02581-B","sample","DBO1.10.ASV1","ASV1",4878,"e02581","B","E1132",NA,"DBO1.10","DBO1.10"
"e02579-C","sample","DBO1.10.ASV1","ASV1",1788,"e02579","C","E1130",NA,"DBO1.10","DBO1.10"
"e02580-C","sample","DBO1.10.ASV1","ASV1",2391,"e02580","C","E1131",NA,"DBO1.10","DBO1.10"
"e02555-A","sample","DBO1.2.ASV1","ASV1",3553,"e02555","A","E1106",NA,"DBO1.2","DBO1.2"
"e02555-A","sample","DBO1.2.ASV2","ASV2",0,"e02555","A","E1106",NA,"DBO1.2","DBO1.2"
"e02557-A","sample","DBO1.2.ASV1","ASV1",363,"e02557","A","E1108",NA,"DBO1.2","DBO1.2"
"e02557-A","sample","DBO1.2.ASV2","ASV2",375,"e02557","A","E1108",NA,"DBO1.2","DBO1.2"
"e02555-B","sample","DBO1.2.ASV1","ASV1",7993,"e02555","B","E1106",NA,"DBO1.2","DBO1.2"
"e02555-B","sample","DBO1.2.ASV2","ASV2",0,"e02555","B","E1106",NA,"DBO1.2","DBO1.2"
"e02557-B","sample","DBO1.2.ASV1","ASV1",3412,"e02557","B","E1108",NA,"DBO1.2","DBO1.2"
"e02557-B","sample","DBO1.2.ASV2","ASV2",2724,"e02557","B","E1108",NA,"DBO1.2","DBO1.2"
"e02556-C","sample","DBO1.2.ASV1","ASV1",368,"e02556","C","E1107",NA,"DBO1.2","DBO1.2"
"e02556-C","sample","DBO1.2.ASV2","ASV2",0,"e02556","C","E1107",NA,"DBO1.2","DBO1.2"
"e02557-C","sample","DBO1.2.ASV1","ASV1",1195,"e02557","C","E1108",NA,"DBO1.2","DBO1.2"
"e02557-C","sample","DBO1.2.ASV2","ASV2",7238,"e02557","C","E1108",NA,"DBO1.2","DBO1.2"
"e02558-B","sample","DBO1.3.ASV1","ASV1",7809,"e02558","B","E1109",NA,"DBO1.3","DBO1.3"
"e02558-B","sample","DBO1.3.ASV2","ASV2",0,"e02558","B","E1109",NA,"DBO1.3","DBO1.3"
"e02558-B","sample","DBO1.3.ASV3","ASV3",0,"e02558","B","E1109",NA,"DBO1.3","DBO1.3"
"e02558-B","sample","DBO1.3.ASV4","ASV4",0,"e02558","B","E1109",NA,"DBO1.3","DBO1.3"
"e02558-B","sample","DBO1.3.ASV6","ASV6",0,"e02558","B","E1109",NA,"DBO1.3","DBO1.3"
"e02558-B","sample","DBO1.3.ASV7","ASV7",0,"e02558","B","E1109",NA,"DBO1.3","DBO1.3"
"e02558-B","sample","DBO1.3.ASV8","ASV8",0,"e02558","B","E1109",NA,"DBO1.3","DBO1.3"
"e02558-B","sample","DBO1.3.ASV9","ASV9",0,"e02558","B","E1109",NA,"DBO1.3","DBO1.3"
"e02558-B","sample","DBO1.3.ASV11","ASV11",0,"e02558","B","E1109",NA,"DBO1.3","DBO1.3"
"e02558-B","sample","DBO1.3.ASV13","ASV13",0,"e02558","B","E1109",NA,"DBO1.3","DBO1.3"
"e02558-B","sample","DBO1.3.ASV14","ASV14",0,"e02558","B","E1109",NA,"DBO1.3","DBO1.3"
